Rule Name,Enabled,Building Block,Type,ID,Override ID,Owner,Tests,Notes,RESP: Forwarding Destinations,RESP: Add to Reference Set,RESP: Add to Reference Set Property,RESP: Dispatch New Event Name,RESP: Dispatch New Event Create Offense,RESP: Dispatch New Event Offense Naming,RESP: Dispatch New Event Offense Index,RESP: Email,RESP: Email Event Template,RESP: Email Flow Template,RESP: Send to Local Syslog,RESP: Message Notification,ACT: Drop Detected Event,ACT: Create Offense,ACT: Create Offense Index,ACT: Alter Sev-Cred-Rel,UsingBB,LogSource,NotLogSource,EventCategory,NotEventCategory,EventIDDetails,EventQIDDetails,NotEventQIDDetails,IPProtocol,NotIPProtocol,EventMatches,NotEventMatches,FlowType,NotFlowType,FlowDuration,NotFlowDuration,FlowContext,NotFlowContext,EventPayload,ErrorCode,NotErrorCode,Application,NotApplication,EventSeverity,NotEventSeverity,EventCredibility,NotEventCredibility,EventRelevance,NotEventRelevance,ObjectName,NotObjectName,EventType,NotEventType,EventContext,NotEventContext,EventAdditionalCondition,NotEventAdditionalCondition,SourceBytePacketRatio,NotSourceBytePacketRatio,DestinationBytePacketRatio,NotDestinationBytePacketRatio,DestinationBytes,NotDestinationBytes,SourceBytes,NotSourceBytes,SourceOrDestinationIP,NotSourceOrDestinationIP,SourceIP,NotSourceIP,LocalNetwork,NotLocalNetwork,DestinationIP,NotDestinationIP,SourceOrDestinationPort,NotSourceOrDestinationPort,SourcePort,NotSourcePort,DestinationPort,NotDestinationPort,DestinationPackets,NotDestinationPackets,SourcePackets,NotSourcePackets,Source,NotSource,SourceTCPFlag,NotSourceTCPFlag,Destination,NotDestination,NumberOfLocalhost,NotNumberOfLocalhost,IdentityMAC,NotIdentityMAC,Username,NotUsername,AttackContext,NotAttackContext,FlowBias,NotFlowBias,EventAtLeastSeen,NotEventAtLeastSeen,ICMPType,NotICMPType,Context,NotContext,FlowOrEvent,NotFlowOrEvent,FlowOrEventOccurAfter,NotFlowOrEventOccurAfter,FlowOrEventOccurBefore,NotFlowOrEventOccurBefore,EventIdentityTrue,NotEventIdentityTrue,SourceDestinationPacketRatio,NotSourceDestinationPacketRatio,UsingBB_Tests,Check Usage,Used by Building Blocks,Used by Use Cases,Rule Name Contains UBA,Used BB or Use Cases Contains UBA,Not Used Tests,EventID
BB:FalsePositive: All Default False Positive BBs,TRUE,TRUE,COMMON,100115,100115,admin,"and when a flow or an event matches any of the following BB:FalsePositive: Database Server False Positive Categories, BB:FalsePositive: Database Server False Positive Events, BB:FalsePositive: Device and Specific Event, BB:FalsePositive: DHCP Server False Positive Categories, BB:FalsePositive: DHCP Server False Positive Events, BB:FalsePositive: DNS Server False Positive Categories, BB:FalsePositive: DNS Server False Positive Events, BB:FalsePositive: FTP Server False Positive Categories, BB:FalsePositive: FTP Server False Positive Events, BB:FalsePositive: Global False Positive Events, BB:FalsePositive: Local Source to Local Destination False Positives, BB:FalsePositive: Local Source to Remote Destination False Positives, BB:FalsePositive: LDAP Server False Positive Categories, BB:FalsePositive: LDAP Server False Positive Events, BB:FalsePositive: Mail Server False Positive Categories, BB:FalsePositive: Mail Server False Positive Events, BB:FalsePositive: Network Management Server Recon, BB:FalsePositive: Proxy Server False Positive Categories, BB:FalsePositive: Proxy Server False Positive Events, BB:FalsePositive: Remote Source to Local Destination False Positives, BB:FalsePositive: RPC Server False Positive Categories, BB:FalsePositive: RPC Server False Positive Events, BB:FalsePositive: SNMP Sender or Receiver False Positive Categories, BB:FalsePositive: SNMP Sender or Receiver False Positive Events, BB:FalsePositive: Source IP and Specific Event, BB:FalsePositive: SSH Server False Positive Categories, BB:FalsePositive: SSH Server False Positive Events, BB:FalsePositive: Web Server False Positive Categories, BB:FalsePositive: Web Server False Positive Events, BB:FalsePositive: Windows Server False Positive Categories Local, BB:FalsePositive: Windows Server False Positive Events, User-BB-FalsePositive: User Defined False Positives Tunings, BB:FalsePositive: Virus Definition Update Categories, BB:FalsePositive: Syslog Sender False Positive Categories, BB:FalsePositive: Syslog Sender False Positive Events, User:BB:FalsePositives: User Defined Server Type 1 False Positive Categories, User:BB:FalsePositives: User Defined Server Type 1 False Positive Events, User:BB:FalsePositives: User Defined Server Type 2 False Positive Categories, User:BB:FalsePositives: User Defined Server Type 2 False Positive Events, User:BB:FalsePositives: User Defined Server Type 3 False Positive Categories, User:BB:FalsePositives: User Defined Server Type 3 False Positive Events, BB:FalsePositive: Broadcast Address False Positive Categories, BB:FalsePositive: Firewall Deny False Postive Events, BB:FalsePositive: Large Volume Local FW Events, BB:FalsePositive: Windows AD Source Authentication Events, BB:FalsePositive: Reversed Flows, BB:HostDefinition: VA Scanner Source IP",Edit this BB to include all false positive building blocks.,,,,,,,,,,,,,,,,,"BB:FalsePositive: Database Server False Positive Categories
BB:FalsePositive: Database Server False Positive Events
BB:FalsePositive: Device and Specific Event
BB:FalsePositive: DHCP Server False Positive Categories
BB:FalsePositive: DHCP Server False Positive Events
BB:FalsePositive: DNS Server False Positive Categories
BB:FalsePositive: DNS Server False Positive Events
BB:FalsePositive: FTP Server False Positive Categories
BB:FalsePositive: FTP Server False Positive Events
BB:FalsePositive: Global False Positive Events
BB:FalsePositive: Local Source to Local Destination False Positives
BB:FalsePositive: Local Source to Remote Destination False Positives
BB:FalsePositive: LDAP Server False Positive Categories
BB:FalsePositive: LDAP Server False Positive Events
BB:FalsePositive: Mail Server False Positive Categories
BB:FalsePositive: Mail Server False Positive Events
BB:FalsePositive: Network Management Server Recon
BB:FalsePositive: Proxy Server False Positive Categories
BB:FalsePositive: Proxy Server False Positive Events
BB:FalsePositive: Remote Source to Local Destination False Positives
BB:FalsePositive: RPC Server False Positive Categories
BB:FalsePositive: RPC Server False Positive Events
BB:FalsePositive: SNMP Sender or Receiver False Positive Categories
BB:FalsePositive: SNMP Sender or Receiver False Positive Events
BB:FalsePositive: Source IP and Specific Event
BB:FalsePositive: SSH Server False Positive Categories
BB:FalsePositive: SSH Server False Positive Events
BB:FalsePositive: Web Server False Positive Categories
BB:FalsePositive: Web Server False Positive Events
BB:FalsePositive: Windows Server False Positive Categories Local
BB:FalsePositive: Windows Server False Positive Events
BB:FalsePositive: Virus Definition Update Categories
BB:FalsePositive: Syslog Sender False Positive Categories
BB:FalsePositive: Syslog Sender False Positive Events
BB:FalsePositives: User Defined Server Type 1 False Positive Categories
BB:FalsePositives: User Defined Server Type 1 False Positive Events
BB:FalsePositives: User Defined Server Type 2 False Positive Categories
BB:FalsePositives: User Defined Server Type 2 False Positive Events
BB:FalsePositives: User Defined Server Type 3 False Positive Categories
BB:FalsePositives: User Defined Server Type 3 False Positive Events
BB:FalsePositive: Broadcast Address False Positive Categories
BB:FalsePositive: Firewall Deny False Postive Events
BB:FalsePositive: Large Volume Local FW Events
BB:FalsePositive: Windows AD Source Authentication Events
BB:FalsePositive: Reversed Flows
BB:HostDefinition: VA Scanner Source IP",,,,,,,,,,,,"BB:FalsePositive: Database Server False Positive Categories
BB:FalsePositive: Database Server False Positive Events
BB:FalsePositive: Device and Specific Event
BB:FalsePositive: DHCP Server False Positive Categories
BB:FalsePositive: DHCP Server False Positive Events
BB:FalsePositive: DNS Server False Positive Categories
BB:FalsePositive: DNS Server False Positive Events
BB:FalsePositive: FTP Server False Positive Categories
BB:FalsePositive: FTP Server False Positive Events
BB:FalsePositive: Global False Positive Events
BB:FalsePositive: Local Source to Local Destination False Positives
BB:FalsePositive: Local Source to Remote Destination False Positives
BB:FalsePositive: LDAP Server False Positive Categories
BB:FalsePositive: LDAP Server False Positive Events
BB:FalsePositive: Mail Server False Positive Categories
BB:FalsePositive: Mail Server False Positive Events
BB:FalsePositive: Network Management Server Recon
BB:FalsePositive: Proxy Server False Positive Categories
BB:FalsePositive: Proxy Server False Positive Events
BB:FalsePositive: Remote Source to Local Destination False Positives
BB:FalsePositive: RPC Server False Positive Categories
BB:FalsePositive: RPC Server False Positive Events
BB:FalsePositive: SNMP Sender or Receiver False Positive Categories
BB:FalsePositive: SNMP Sender or Receiver False Positive Events
BB:FalsePositive: Source IP and Specific Event
BB:FalsePositive: SSH Server False Positive Categories
BB:FalsePositive: SSH Server False Positive Events
BB:FalsePositive: Web Server False Positive Categories
BB:FalsePositive: Web Server False Positive Events
BB:FalsePositive: Windows Server False Positive Categories Local
BB:FalsePositive: Windows Server False Positive Events
User-BB-FalsePositive: User Defined False Positives Tunings
BB:FalsePositive: Virus Definition Update Categories
BB:FalsePositive: Syslog Sender False Positive Categories
BB:FalsePositive: Syslog Sender False Positive Events
User:BB:FalsePositives: User Defined Server Type 1 False Positive Categories
User:BB:FalsePositives: User Defined Server Type 1 False Positive Events
User:BB:FalsePositives: User Defined Server Type 2 False Positive Categories
User:BB:FalsePositives: User Defined Server Type 2 False Positive Events
User:BB:FalsePositives: User Defined Server Type 3 False Positive Categories
User:BB:FalsePositives: User Defined Server Type 3 False Positive Events
BB:FalsePositive: Broadcast Address False Positive Categories
BB:FalsePositive: Firewall Deny False Postive Events
BB:FalsePositive: Large Volume Local FW Events
BB:FalsePositive: Windows AD Source Authentication Events
BB:FalsePositive: Reversed Flows
BB:HostDefinition: VA Scanner Source IP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BB:FalsePositive: Database Server False Positive Categories
BB:FalsePositive: Database Server False Positive Events
BB:FalsePositive: Device and Specific Event
BB:FalsePositive: DHCP Server False Positive Categories
BB:FalsePositive: DHCP Server False Positive Events
BB:FalsePositive: DNS Server False Positive Categories
BB:FalsePositive: DNS Server False Positive Events
BB:FalsePositive: FTP Server False Positive Categories
BB:FalsePositive: FTP Server False Positive Events
BB:FalsePositive: Global False Positive Events
BB:FalsePositive: Local Source to Local Destination False Positives
BB:FalsePositive: Local Source to Remote Destination False Positives
BB:FalsePositive: LDAP Server False Positive Categories
BB:FalsePositive: LDAP Server False Positive Events
BB:FalsePositive: Mail Server False Positive Categories
BB:FalsePositive: Mail Server False Positive Events
BB:FalsePositive: Network Management Server Recon
BB:FalsePositive: Proxy Server False Positive Categories
BB:FalsePositive: Proxy Server False Positive Events
BB:FalsePositive: Remote Source to Local Destination False Positives
BB:FalsePositive: RPC Server False Positive Categories
BB:FalsePositive: RPC Server False Positive Events
BB:FalsePositive: SNMP Sender or Receiver False Positive Categories
BB:FalsePositive: SNMP Sender or Receiver False Positive Events
BB:FalsePositive: Source IP and Specific Event
BB:FalsePositive: SSH Server False Positive Categories
BB:FalsePositive: SSH Server False Positive Events
BB:FalsePositive: Web Server False Positive Categories
BB:FalsePositive: Web Server False Positive Events
BB:FalsePositive: Windows Server False Positive Categories Local
BB:FalsePositive: Windows Server False Positive Events
User-BB-FalsePositive: User Defined False Positives Tunings
BB:FalsePositive: Virus Definition Update Categories
BB:FalsePositive: Syslog Sender False Positive Categories
BB:FalsePositive: Syslog Sender False Positive Events
User:BB:FalsePositives: User Defined Server Type 1 False Positive Categories
User:BB:FalsePositives: User Defined Server Type 1 False Positive Events
User:BB:FalsePositives: User Defined Server Type 2 False Positive Categories
User:BB:FalsePositives: User Defined Server Type 2 False Positive Events
User:BB:FalsePositives: User Defined Server Type 3 False Positive Categories
User:BB:FalsePositives: User Defined Server Type 3 False Positive Events
BB:FalsePositive: Broadcast Address False Positive Categories
BB:FalsePositive: Firewall Deny False Postive Events
BB:FalsePositive: Large Volume Local FW Events
BB:FalsePositive: Windows AD Source Authentication Events
BB:FalsePositive: Reversed Flows
BB:HostDefinition: VA Scanner Source IP",,,,,,,,,,,Not Used,,,,,"and when a flow or an event matches any of the following BB:FalsePositive: Database Server False Positive Categories, BB:FalsePositive: Database Server False Positive Events, BB:FalsePositive: Device and Specific Event, BB:FalsePositive: DHCP Server False Positive Categories, BB:FalsePositive: DHCP Server False Positive Events, BB:FalsePositive: DNS Server False Positive Categories, BB:FalsePositive: DNS Server False Positive Events, BB:FalsePositive: FTP Server False Positive Categories, BB:FalsePositive: FTP Server False Positive Events, BB:FalsePositive: Global False Positive Events, BB:FalsePositive: Local Source to Local Destination False Positives, BB:FalsePositive: Local Source to Remote Destination False Positives, BB:FalsePositive: LDAP Server False Positive Categories, BB:FalsePositive: LDAP Server False Positive Events, BB:FalsePositive: Mail Server False Positive Categories, BB:FalsePositive: Mail Server False Positive Events, BB:FalsePositive: Network Management Server Recon, BB:FalsePositive: Proxy Server False Positive Categories, BB:FalsePositive: Proxy Server False Positive Events, BB:FalsePositive: Remote Source to Local Destination False Positives, BB:FalsePositive: RPC Server False Positive Categories, BB:FalsePositive: RPC Server False Positive Events, BB:FalsePositive: SNMP Sender or Receiver False Positive Categories, BB:FalsePositive: SNMP Sender or Receiver False Positive Events, BB:FalsePositive: Source IP and Specific Event, BB:FalsePositive: SSH Server False Positive Categories, BB:FalsePositive: SSH Server False Positive Events, BB:FalsePositive: Web Server False Positive Categories, BB:FalsePositive: Web Server False Positive Events, BB:FalsePositive: Windows Server False Positive Categories Local, BB:FalsePositive: Windows Server False Positive Events, User-BB-FalsePositive: User Defined False Positives Tunings, BB:FalsePositive: Virus Definition Update Categories, BB:FalsePositive: Syslog Sender False Positive Categories, BB:FalsePositive: Syslog Sender False Positive Events, User:BB:FalsePositives: User Defined Server Type 1 False Positive Categories, User:BB:FalsePositives: User Defined Server Type 1 False Positive Events, User:BB:FalsePositives: User Defined Server Type 2 False Positive Categories, User:BB:FalsePositives: User Defined Server Type 2 False Positive Events, User:BB:FalsePositives: User Defined Server Type 3 False Positive Categories, User:BB:FalsePositives: User Defined Server Type 3 False Positive Events, BB:FalsePositive: Broadcast Address False Positive Categories, BB:FalsePositive: Firewall Deny False Postive Events, BB:FalsePositive: Large Volume Local FW Events, BB:FalsePositive: Windows AD Source Authentication Events, BB:FalsePositive: Reversed Flows, BB:HostDefinition: VA Scanner Source IP",
BB:FalsePositive: Broadcast Address False Positive Categories,TRUE,TRUE,COMMON,100192,100192,admin,"and when we see an event match any of the following BB:NetworkDefinition: Broadcast Address Space
and when a flow or an event matches any of the following BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events",Edit this BB to define all the false positive categories that occur to or from the broadcast address space.,,,,,,,,,,,,,,,,,"BB:NetworkDefinition: Broadcast Address Space
BB:CategoryDefinition: Recon Events
BB:CategoryDefinition: Suspicious Events",,,,,,,,,,,,"BB:CategoryDefinition: Recon Events
BB:CategoryDefinition: Suspicious Events",,,,,,,,,,,,,,,,,,,BB:NetworkDefinition: Broadcast Address Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BB:CategoryDefinition: Recon Events
BB:CategoryDefinition: Suspicious Events",,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: DHCP Server False Positive Categories,TRUE,TRUE,COMMON,100119,100119,admin,"and when a flow or an event matches any of the following BB:HostDefinition: DHCP Servers, BB:HostReference: DHCP Servers
and when a flow or an event matches any of the following BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events",Edit this BB to define all the false positive categories that occur to or from DHCP servers that are defined in the BB:HostDefinition: DHCP Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: DHCP Servers
BB:HostReference: DHCP Servers
BB:CategoryDefinition: Recon Events
BB:CategoryDefinition: Suspicious Events",,,,,,,,,,,,"BB:HostDefinition: DHCP Servers
BB:HostReference: DHCP Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: DHCP Servers
BB:HostReference: DHCP Servers",,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: DHCP Server False Positive Events,TRUE,TRUE,EVENT,100154,100154,admin,"and when an event matches any of the following BB:HostDefinition: DHCP Servers, BB:HostReference: DHCP Servers
and when the event QID is one of the following (6500120) Custom User 9 - Event CRE",Edit this BB to define all the false positive QIDs that occur to or from DHCP servers that are defined in the BB:HostDefinition: DHCP Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: DHCP Servers
BB:HostReference: DHCP Servers",,,,,,(6500120) Custom User 9 - Event CRE,,,,"BB:HostDefinition: DHCP Servers
BB:HostReference: DHCP Servers",,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: DHCP Servers
BB:HostReference: DHCP Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: DNS Server False Positive Categories,TRUE,TRUE,EVENT,100155,100155,admin,"and when an event matches any of the following BB:HostDefinition: DNS Servers, BB:HostReference: DNS Servers
and when an event matches any of the following BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events, BB:CategoryDefinition: DDoS Attack Events",Edit this BB to define all the false positive categories that occur to or from DNS based servers that are defined in the BB:HostDefinition: DNS Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: DNS Servers
BB:HostReference: DNS Servers
BB:CategoryDefinition: Recon Events
BB:CategoryDefinition: Suspicious Events
BB:CategoryDefinition: DDoS Attack Events",,,,,,,,,,"BB:HostDefinition: DNS Servers
BB:HostReference: DNS Servers",,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: DNS Servers
BB:HostReference: DNS Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: DNS Server False Positive Events,TRUE,TRUE,EVENT,100156,100156,admin,"and when the event QID is one of the following (4251341) DOS:DDNSF
and when an event matches any of the following BB:HostDefinition: DNS Servers, BB:HostReference: DNS Servers",Edit this BB to define all the false positive QIDs that occur to or from DNS-based servers that are defined in the BB:HostDefinition: DNS Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: DNS Servers
BB:HostReference: DNS Servers",,,,,,(4251341) DOS:DDNSF,,,,"BB:HostDefinition: DNS Servers
BB:HostReference: DNS Servers",,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: DNS Servers
BB:HostReference: DNS Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: Database Server False Positive Categories,TRUE,TRUE,COMMON,100116,100116,admin,"and when a flow or an event matches any of the following BB:HostDefinition: Database Servers, BB:HostReference: Database Servers
and when the event category for the event is one of the following User Defined.Custom User 9",Edit this BB to define all the false positive categories that occur to or from database servers that are defined in the BB:HostDefinition: Database Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: Database Servers
BB:HostReference: Database Servers",,,User Defined.Custom User 9,,,,,,,,,"BB:HostDefinition: Database Servers
BB:HostReference: Database Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: Database Servers
BB:HostReference: Database Servers",,,,,,,,,,,Not Used,,,,,"and when a flow or an event matches any of the following BB:HostDefinition: Database Servers, BB:HostReference: Database Servers
and when the event category for the event is one of the following User Defined.Custom User 9",
BB:FalsePositive: Database Server False Positive Events,TRUE,TRUE,EVENT,100117,100117,admin,"and when an event matches any of the following BB:HostDefinition: Database Servers, BB:HostReference: Database Servers
and when the event QID is one of the following (6500120) Custom User 9 - Event CRE",Edit this BB to define all the false positive QIDs that occur to or from database servers that are defined in the BB:HostDefinition: Database Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: Database Servers
BB:HostReference: Database Servers",,,,,,(6500120) Custom User 9 - Event CRE,,,,"BB:HostDefinition: Database Servers
BB:HostReference: Database Servers",,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: Database Servers
BB:HostReference: Database Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: Device and Specific Event,TRUE,TRUE,EVENT,100118,100118,admin,"and the event QID is one of the following (1010461) Behavioral - Event CRE
and when the event(s) were detected by one or more of Classify5",Edit this BB to include the devices and QID of devices that continually generate false positives.,,,,,,,,,,,,,,,,,,Classify5,,,,,(1010461) Behavioral - Event CRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: FTP Server False Positive Categories,TRUE,TRUE,COMMON,100157,100157,admin,"and when a flow or an event matches any of the following BB:HostDefinition: FTP Servers, BB:HostReference: FTP Servers
and when the event category for the event is one of the following User Defined.Custom User 9",Edit this BB to define all the false positive categories that occur to or from FTP based servers that are defined in the BB:HostDefinition: FTP Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: FTP Servers
BB:HostReference: FTP Servers",,,User Defined.Custom User 9,,,,,,,,,"BB:HostDefinition: FTP Servers
BB:HostReference: FTP Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: FTP Servers
BB:HostReference: FTP Servers",,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: FTP Server False Positive Events,TRUE,TRUE,EVENT,100158,100158,admin,"and when an event matches any of the following BB:HostDefinition: FTP Servers, BB:HostReference: FTP Servers
and when the event QID is one of the following (6500120) Custom User 9 - Event CRE",Edit this BB to define all the false positive QIDs that occur to or from FTP-based servers that are defined in the BB:HostDefinition: FTP Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: FTP Servers
BB:HostReference: FTP Servers",,,,,,(6500120) Custom User 9 - Event CRE,,,,"BB:HostDefinition: FTP Servers
BB:HostReference: FTP Servers",,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: FTP Servers
BB:HostReference: FTP Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: Firewall Deny False Postive Events,TRUE,TRUE,EVENT,100194,100194,admin,"and when the event QID is one of the following (1164104) %ASA-6-106015, (1153240) 106015
and when the source is Local
and when the destination is Remote",This rule includes Firewall Deny events that are false positives,,,,,,,,,,,,,,,,,,,,,,,"(1164104) %ASA-6-106015
(1153240) 106015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local,,,,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: Global False Positive Events,TRUE,TRUE,EVENT,100159,100159,admin,"and the event QID is one of the following (1000082) DDOS shaft client login to handler, (1004923) ATTACK-RESPONSES 403 Forbidden, (1001335) WEB-MISC PCT Client_Hello overflow attempt",Edit this BB to include any event QIDs that you wish to ignore. ,,,,,,,,,,,,,,,,,,,,,,,"(1000082) DDOS shaft client login to handler
(1004923) ATTACK-RESPONSES 403 Forbidden
(1001335) WEB-MISC PCT Client_Hello overflow attempt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: LDAP Server False Positive Categories,TRUE,TRUE,COMMON,100162,100162,admin,"and when a flow or an event matches any of the following BB:HostDefinition: LDAP Servers, BB:HostReference: LDAP Servers
and when the event category for the event is one of the following User Defined.Custom User 9",Edit this BB to define all the false positive categories that occur to or from LDAP servers that are defined in the BB:HostDefinition: LDAP Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: LDAP Servers
BB:HostReference: LDAP Servers",,,User Defined.Custom User 9,,,,,,,,,"BB:HostDefinition: LDAP Servers
BB:HostReference: LDAP Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: LDAP Servers
BB:HostReference: LDAP Servers",,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: LDAP Server False Positive Events,TRUE,TRUE,EVENT,100163,100163,admin,"and when an event matches any of the following BB:HostDefinition: LDAP Servers, BB:HostReference: LDAP Servers
and when the event QID is one of the following (6500120) Custom User 9 - Event CRE",Edit this BB to define all the false positive QIDs that occur to or from LDAP servers that are defined in the BB:HostDefinition: LDAP Servers building block. ,,,,,,,,,,,,,,,,,"BB:HostDefinition: LDAP Servers
BB:HostReference: LDAP Servers",,,,,,(6500120) Custom User 9 - Event CRE,,,,"BB:HostDefinition: LDAP Servers
BB:HostReference: LDAP Servers",,,,,,,,,,,,,,,,,,,,,"BB:HostDefinition: LDAP Servers
BB:HostReference: LDAP Servers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: Large Volume Local FW Events,TRUE,TRUE,EVENT,100195,100195,admin,"and when the event QID is one of the following (3500245) Firewall Deny, (3500455) Firewall Deny, (3500629) Firewall Deny, (3501016) Firewall Deny, (3501178) Firewall Deny, (3501374) Firewall Deny, (3501712) Firewall Deny, (3503007) Firewall Deny, (9750036) 106015, (12250509) %ASA-6-106015, (12251657) Deny TCP (no connection) from IP_address/port to IP_address/port flags tcp_flags on interface interface_name.
and when the source is Local",Defines specific events that can create a large volume of false positives in general rules.,,,,,,,,,,,,,,,,,,,,,,,"(3500245) Firewall Deny
(3500455) Firewall Deny
(3500629) Firewall Deny
(3501016) Firewall Deny
(3501178) Firewall Deny
(3501374) Firewall Deny
(3501712) Firewall Deny
(3503007) Firewall Deny
(9750036) 106015
(12250509) %ASA-6-106015
(12251657) Deny TCP (no connection) from IP_address/port to IP_address/port flags tcp_flags on interface interface_name.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
BB:FalsePositive: Local Source to Local Destination False Positives,TRUE,TRUE,EVENT,100160,100160,admin,"and the event QID is one of the following (1007205) SMB:NAME-WILDCARD
and where the attack context is Local to Local",Edit this BB to define all the false positive QIDs that occur to or from Local-to-Local (L2L) based servers.,,,,,,,,,,,,,,,,,,,,,,,(1007205) SMB:NAME-WILDCARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local to Local,,,,,,,,,,,,,,,,,,,,,Used,BB:FalsePositive: All Default False Positive BBs,,,,,
